y,inputstate,birthyr,gender,sexuality,trans,educ,votereg,race,employ,internethome,internetwork,marstat,pid3,ideo5,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,child18num,newsint,faminc_new,ownhome,urbancity,immstat,cit1,unionhh,investor,assets_estimate,response_time_minutes,volunteering_index
1,Maryland,1975,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Never married,Independent,Liberal,No,Not at all important,Seldom,Never,Agnostic,1,Some of the time,"$100,000 - $119,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,116619.0,6.6,0.3
0,Florida,1951,Male,Gay man,No,High school graduate,Yes,White,Retired,Broadband,,Domestic / civil partnership,Democrat,Very liberal,No,Not too important,Never,Seldom,Agnostic,0,Most of the time,Prefer not to say,Own,Town,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,46248.0,14.6,0.0
1,Wisconsin,1934,Male,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Married,Republican,Conservative,No,Very important,Once a week,A few times a week,Roman Catholic,0,Some of the time,"$20,000 - $29,999",Own,Other,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",No,32685.0,10.7,1.06
0,Kansas,1945,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Married,Independent,Moderate,Yes,Somewhat important,Seldom,Don't know,Protestant,0,Most of the time,"$50,000 - $59,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,62096.0,17.8,0.81
0,Michigan,1988,Female,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,Broadband,Never married,Republican,Conservative,Yes,Not too important,Seldom,Seldom,Protestant,1,Most of the time,"$20,000 - $29,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,12690.0,10.8,0.42
1,New Jersey,1997,Female,Bisexual,No,Some college,Yes,Black,Student,Broadband,Broadband,Never married,Democrat,Liberal,No,Very important,Once a week,A few times a week,Nothing in particular,0,Only now and then,"$10,000 - $19,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",No,14034.0,12.3,0.78
1,Arizona,1939,Male,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Broadband,,Married,Independent,Moderate,No,Somewhat important,A few times a year,Once a day,Jewish,0,Most of the time,"$150,000 - $199,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,149193.0,12.9,0.64
1,Ohio,1983,Female,Heterosexual / straight,No,4-year,Yes,White,Part-time,Broadband,Broadband,Married,Independent,Moderate,Yes,Very important,Once a week,Several times a day,Something else,3,Only now and then,"Less than $10,000",Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,0.0,13.1,0.0
1,Texas,1980,Male,Heterosexual / straight,No,High school graduate,Yes,White,Full-time,Broadband,,Married,Republican,Very conservative,Yes,Very important,Once a week,Several times a day,Protestant,0,Most of the time,"$40,000 - $49,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,78918.0,10.0,0.0
1,Pennsylvania,1968,Male,Gay man,No,4-year,Yes,White,Unemployed,Broadband,,Never married,Democrat,Very liberal,Yes,Somewhat important,Once a week,A few times a week,Protestant,0,Most of the time,Prefer not to say,Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,75035.0,6.8,0.0
1,Texas,1961,Female,Lesbian / gay woman,No,Post-grad,Yes,Other,Full-time,Broadband,Broadband,Widowed,Independent,Very liberal,No,Not at all important,Once a week,Several times a day,Something else,0,Most of the time,Prefer not to say,Rent,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,53745.0,12.3,0.37
1,Virginia,1959,Female,Heterosexual / straight,No,2-year,Yes,Black,Full-time,Broadband,Broadband,Divorced,Democrat,Moderate,Yes,Very important,More than once a week,Several times a day,Protestant,0,Most of the time,"$70,000 - $79,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,93358.0,7.1,0.74
0,Texas,1978,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Republican,Conservative,Yes,Very important,More than once a week,Several times a day,Protestant,3,Some of the time,"$100,000 - $119,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,119715.0,14.1,0.83
0,Illinois,1963,Female,Heterosexual / straight,No,2-year,Yes,White,Permanently disabled,Broadband,Broadband,Married,Independent,Not sure,No,Very important,Seldom,Several times a day,Roman Catholic,0,Most of the time,"$80,000 - $99,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,139938.0,12.1,0.35
0,Georgia,1969,Female,Heterosexual / straight,No,4-year,Yes,White,Permanently disabled,Broadband,,Married,Republican,Very conservative,No,Very important,A few times a year,A few times a week,Roman Catholic,0,Some of the time,"$60,000 - $69,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,78605.0,14.5,0.14
0,Michigan,1980,Male,Heterosexual / straight,No,Some college,No,Black,Full-time,Broadband,Broadband,Divorced,Democrat,Moderate,No,Somewhat important,Once or twice a month,A few times a month,Something else,3,Some of the time,"$50,000 - $59,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,14152.0,15.1,0.45
1,Texas,1964,Male,Bisexual,No,High school graduate,Yes,Black,Full-time,Broadband,Broadband,Married,Democrat,Very conservative,No,Very important,More than once a week,Several times a day,Buddhist,1,Most of the time,"$10,000 - $19,999",Own,City,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",No,0.0,9.5,0.0
0,Washington,1945,Female,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,,Widowed,Independent,Moderate,Yes,Somewhat important,Seldom,Several times a day,Nothing in particular,0,Some of the time,"$20,000 - $29,999",Rent,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,28666.0,19.9,1.03
1,North Carolina,1980,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Never married,Independent,Moderate,No,Somewhat important,Once or twice a month,Seldom,Roman Catholic,0,Most of the time,"$120,000 - $149,999",Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,113831.0,12.5,0.15
0,Connecticut,1942,Male,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Broadband,Broadband,Married,Independent,Moderate,No,Somewhat important,Never,Seldom,Protestant,0,Most of the time,"$120,000 - $149,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,94474.0,10.4,0.0
1,Pennsylvania,1945,Male,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Broadband,,Married,Other,Very conservative,No,Very important,Once or twice a month,Several times a day,Roman Catholic,0,Most of the time,"$80,000 - $99,999",Own,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,99853.0,14.3,2.06
1,Indiana,1967,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Somewhat important,A few times a year,Once a week,Protestant,2,Most of the time,"$80,000 - $99,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,115550.0,10.2,0.68
1,Mississippi,1983,Female,Prefer not to say,No,High school graduate,Yes,Black,Unemployed,Broadband,Broadband,Never married,Democrat,Very liberal,Yes,Very important,Once a week,Several times a day,Protestant,0,Don't know,"Less than $10,000",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,20632.0,5.8,1.25
0,Indiana,1956,Female,Heterosexual / straight,No,High school graduate,Yes,White,Unemployed,,,Married,Republican,Very conservative,Yes,Very important,Once a week,Several times a day,Protestant,0,Most of the time,"$40,000 - $49,999",Rent,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,31259.0,,0.41
1,Nebraska,1987,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Never married,Independent,Very liberal,No,Not too important,Once a week,Seldom,Protestant,0,Most of the time,"$20,000 - $29,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,22965.0,,0.0
1,Pennsylvania,1957,Male,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Very liberal,No,Not too important,A few times a year,Once a day,Roman Catholic,0,Most of the time,"$70,000 - $79,999",Own,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,88933.0,12.4,0.0
1,Michigan,1990,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Not too important,Seldom,Seldom,Roman Catholic,0,Most of the time,"$100,000 - $119,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,124438.0,4.9,0.0
1,New York,1994,Male,Heterosexual / straight,No,4-year,Yes,Hispanic,Part-time,Broadband,Broadband,Domestic / civil partnership,Other,Liberal,No,Not at all important,Never,Never,Nothing in particular,0,Most of the time,"$40,000 - $49,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,22573.0,14.0,1.28
0,Nebraska,1982,Female,Heterosexual / straight,No,High school graduate,Yes,White,Homemaker,Broadband,,Married,Democrat,Liberal,No,Somewhat important,Seldom,Don't know,Nothing in particular,2,Only now and then,"$60,000 - $69,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,50693.0,6.8,0.0
1,California,1943,Male,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Broadband,,Married,Other,Not sure,No,Not at all important,Never,Never,Nothing in particular,0,Most of the time,"$80,000 - $99,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,109027.0,9.7,0.0
1,Pennsylvania,1949,Female,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Broadband,Broadband,Divorced,Democrat,Moderate,No,Not too important,Never,Seldom,Nothing in particular,0,Only now and then,"$60,000 - $69,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,118067.0,14.1,0.0
1,Georgia,1952,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Republican,Conservative,Yes,Very important,More than once a week,Several times a day,Roman Catholic,0,Hardly at all,"$120,000 - $149,999",Own,Town,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,143287.0,2.7,0.0
0,Texas,1992,Female,Heterosexual / straight,No,High school graduate,Yes,White,Homemaker,Broadband,Broadband,Married,Republican,Very conservative,Yes,Very important,Once a week,Several times a day,Protestant,0,Most of the time,"$30,000 - $39,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,24407.0,15.3,0.06
